accession,length,nb_contigs,category,filtering_method,serratax_id,serraplace_id,refseq_neighbour,refseq_pctid,refseq_quality,genome_neighbour,genome_pctid,genome_quality,fragment_neighbour,fragment_pctid,fragment_quality,platform
ERR3179965,9897,11,C,bgc,,,NC_006577.2,81.6,unknown,MH687970.1,97.7,partial,KY370049.1,88.8,unknown,ILLUMINA
ERR1301870,2488,5,D,bgc,,,NC_009657.1,94.1,unknown,MH687966.1,99.5,partial,MK894847.1,94.0,unknown,ILLUMINA
ERR1398177,615,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
ERR3179988,634,1,D,checkv,,,NC_026011.1,95.6,unknown,MH687978.1,99.4,partial,MH687975.1,99.1,partial,ILLUMINA
ERR3850001,9699,1,C,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
ERR4080636,20641,14,C,checkv,694009,,NC_045512.2,99.6,partial,NC_045512.2,99.6,partial,MT084071.1,81.4,unknown,OXFORD_NANOPORE
ERR4129034,8738,9,C,checkv,694009,,NC_045512.2,99.5,partial,NC_045512.2,99.5,partial,MT084071.1,93.7,unknown,OXFORD_NANOPORE
ERR4147068,4809,9,D,checkv,696098,,NC_045512.2,96.5,unknown,MT374101.1,96.5,unknown,MT084071.1,89.9,unknown,OXFORD_NANOPORE
ERR4164815,9288,1,C,checkv,,,NC_045512.2,99.9,partial,NC_045512.2,99.9,partial,MT084071.1,81.4,unknown,OXFORD_NANOPORE
ERR4176348,7594,10,C,checkv,694009,,NC_045512.2,99.9,partial,MT374101.1,99.9,partial,MT084071.1,95.8,unknown,OXFORD_NANOPORE
ERR4182252,4400,1,D,bgc,,,NC_045512.2,99.8,partial,NC_045512.2,99.8,partial,MT084071.1,91.5,unknown,OXFORD_NANOPORE
ERR575771,12818,9,C,bgc,,,NC_019843.3,99.6,partial,KU710265.1,99.7,partial,KT036374.1,99.7,partial,ILLUMINA
ERR963078,5386,2,C,checkv,1335626,,NC_019843.3,99.5,partial,NC_019843.3,99.5,partial,KT036374.1,99.6,partial,ILLUMINA
SRR11597214,20690,1,C,checkv,,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,82.0,unknown,ILLUMINA
SRR11614668,740,1,D,bgc,,,NC_045512.2,99.9,partial,NC_045512.2,99.9,partial,DI195813.1,90.7,unknown,ILLUMINA
SRR11622078,15824,4,C,checkv,,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,87.8,unknown,ILLUMINA
SRR11637245,8172,3,C,bgc,,,NC_045512.2,99.0,partial,NC_045512.2,99.0,partial,MT084071.1,91.6,unknown,OXFORD_NANOPORE
SRR11704816,11717,4,C,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,63.0,unknown,ILLUMINA
SRR11771994,29874,1,A,checkv,694009,,NC_045512.2,100.0,complete,NC_045512.2,100.0,complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11779991,29904,1,A,checkv,694009,,NC_045512.2,100.0,complete,NC_045512.2,100.0,complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11826822,29848,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11828424,2551,4,D,checkv,694009,,NC_045512.2,99.9,partial,NC_045512.2,99.9,partial,MT084071.1,96.2,unknown,?
SRR11859138,29931,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11907607,8184,4,C,checkv,694009,,NC_045512.2,99.8,partial,NC_045512.2,99.8,partial,MT084071.1,94.7,unknown,ILLUMINA
SRR11951177,230,1,D,bgc,,,NC_038861.1,100.0,partial,NC_038861.1,100.0,partial,EU856362.1,95.2,unknown,ILLUMINA
SRR11953903,10323,5,C,checkv,,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,91.3,unknown,ILLUMINA
SRR11965933,29939,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.3,unknown,ILLUMINA
SRR1942938,7701,1,C,checkv,694009,,NC_004718.3,99.9,partial,NC_004718.3,99.9,partial,AH013709.2,92.4,hiclip_suspicious,ILLUMINA
SRR6002870,708,2,D,bgc,,,NC_038861.1,97.7,partial,FJ755618.2,100.0,partial,Y00542.1,99.5,partial,ILLUMINA
SRR6713881,28091,1,A,checkv,28295,,NC_003436.1,97.0,near_complete,MK071636.1,99.6,near_complete,MG546689.1,98.4,near_complete,ILLUMINA
SRR7963256,225,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
SRR9425918,29370,1,A,checkv,12663,,NC_002306.3,91.1,unknown,FJ938055.1,97.4,partial,KF530133.1,91.7,unknown,?
SRR9841160,423,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
SRR10894724,2040,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
SRR11039598,11574,1,C,checkv,11138,,NC_001846.1,99.8,partial,NC_001846.1,99.8,partial,MF416379.1,88.7,unknown,ILLUMINA
SRR11345715,3133,9,D,bgc,,,NC_019843.3,100.0,partial,NC_019843.3,100.0,partial,MF741832.1,99.5,partial,ILLUMINA
SRR11494606,22984,3,C,checkv,,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,79.6,unknown,ILLUMINA
SRR11577925,15414,3,C,checkv,,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,81.8,unknown,ILLUMINA
SRR11578176,18400,2,C,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,81.8,unknown,ILLUMINA
SRR3203231,534,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
SRR5995688,413,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
SRR5997771,483,2,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
SRR7619057,1614,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
ERR963079,1169,1,D,checkv,2509494,,NC_019843.3,99.5,partial,KU710265.1,99.7,partial,MF741832.1,99.5,partial,ILLUMINA
SRR10052521,812,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
SRR11039599,10821,2,C,checkv,,,NC_001846.1,99.8,partial,NC_001846.1,99.8,partial,MF416379.1,86.6,unknown,ILLUMINA
SRR11345716,703,1,D,bgc,,,NC_019843.3,100.0,partial,NC_019843.3,100.0,partial,KT036374.1,78.8,unknown,ILLUMINA
SRR11494607,22371,3,C,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,76.1,unknown,ILLUMINA
SRR11550055,3352,1,D,checkv,694009,,NC_004718.3,99.9,partial,NC_004718.3,99.9,partial,DI195813.1,95.1,unknown,ILLUMINA
SRR11577926,4339,1,D,checkv,694009,,NC_045512.2,99.9,partial,NC_045512.2,99.9,partial,MT084071.1,94.0,unknown,ILLUMINA
SRR11578177,25331,3,B,checkv,,,NC_045512.2,99.9,partial,NC_045512.2,99.9,partial,MT084071.1,81.4,unknown,ILLUMINA
SRR11622079,2431,3,D,checkv,694009,,NC_045512.2,100.0,partial,MT374101.1,100.0,partial,MT084071.1,92.4,unknown,ILLUMINA
SRR11637246,54472,82,B,bgc,,,NC_045512.2,91.1,unknown,NC_045512.2,91.1,unknown,MT084071.1,90.6,unknown,OXFORD_NANOPORE
SRR11704817,14829,3,C,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,87.0,unknown,ILLUMINA
SRR11771995,29938,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11779992,29670,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.2,unknown,ILLUMINA
SRR11826823,29815,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11828425,16095,4,C,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,67.4,unknown,ILLUMINA
SRR11859139,26806,1,A,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,77.7,unknown,ILLUMINA
SRR11907608,1221,1,D,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,95.1,unknown,ILLUMINA
SRR11915928,26041,3,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,70.9,unknown,ILLUMINA
SRR11951178,572,2,D,bgc,,,NC_038861.1,99.7,partial,DQ811786.2,99.7,partial,MT114539.1,94.5,unknown,ILLUMINA
SRR11953904,5832,3,C,checkv,694009,,NC_045512.2,99.8,partial,NC_045512.2,99.8,partial,MT084071.1,72.3,unknown,ILLUMINA
SRR11965934,29824,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.3,unknown,?
SRR1697344,245,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
SRR1942939,11262,1,C,checkv,,,NC_004718.3,100.0,partial,NC_004718.3,100.0,partial,AH013709.2,93.7,hiclip_suspicious,ILLUMINA
SRR5204260,957,1,D,checkv,28295,,NC_003436.1,97.6,partial,LC063845.1,99.6,partial,KF840551.1,99.5,partial,ILLUMINA
SRR6002871,523,1,D,checkv,693997,,NC_038861.1,98.5,partial,DQ811786.2,100.0,partial,AY335549.1,100.0,partial,ILLUMINA
SRR6713882,56158,2,B,checkv,28295,,NC_003436.1,97.1,near_complete,MK071636.1,99.6,near_complete,MG546689.1,98.4,near_complete,ILLUMINA
SRR9426065,27982,1,A,checkv,12663,,NC_002306.3,92.3,hiclip_suspicious,FJ938058.1,100.0,partial,KF530131.1,94.9,hiclip_suspicious,?
SRR9841161,445,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
ERR2744259,20196,3,C,checkv,694005,,NC_034972.1,86.5,hiclip_suspicious,NC_034972.1,86.5,hiclip_suspicious,KY370045.1,87.9,hiclip_suspicious,ILLUMINA
ERR2812484,236,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
ERR4080637,6014,3,C,checkv,694009,,NC_045512.2,99.8,partial,NC_045512.2,99.8,partial,MT084071.1,70.1,unknown,OXFORD_NANOPORE
ERR4129036,10089,12,C,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,94.6,unknown,OXFORD_NANOPORE
ERR4147069,4437,6,D,checkv,694009,,NC_045512.2,99.8,partial,MT374101.1,99.8,partial,MT084071.1,93.6,unknown,OXFORD_NANOPORE
ERR4164816,29864,2,B,checkv,694009,,NC_045512.2,99.9,partial,NC_045512.2,99.9,partial,MT084071.1,76.0,unknown,OXFORD_NANOPORE
ERR4176349,4049,5,D,checkv,694009,,NC_045512.2,100.0,partial,MT374101.1,100.0,partial,MT084071.1,96.5,unknown,OXFORD_NANOPORE
ERR4182251,11787,5,C,bgc,,,NC_045512.2,98.8,partial,NC_045512.2,98.8,partial,MT084071.1,75.8,unknown,OXFORD_NANOPORE
ERR1301483,28139,1,A,checkv,2691591,,NC_009657.1,81.1,unknown,MH687951.1,99.0,near_complete,MG923574.2,87.2,hiclip_suspicious,ILLUMINA
ERR1301871,10754,2,C,checkv,2691591,,NC_009657.1,85.3,unknown,MH687949.1,98.8,partial,KT346372.1,92.5,hiclip_suspicious,ILLUMINA
SRR11039600,9351,1,C,checkv,11138,,NC_001846.1,99.8,partial,NC_001846.1,99.8,partial,MF416379.1,86.8,unknown,ILLUMINA
SRR11345717,760,3,D,bgc,,,NC_019843.3,99.2,partial,NC_019843.3,99.2,partial,KT036374.1,98.8,partial,ILLUMINA
SRR11494608,24358,2,C,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,77.2,unknown,ILLUMINA
SRR11550056,3299,2,D,checkv,694009,,NC_004718.3,100.0,partial,NC_004718.3,100.0,partial,DI195813.1,100.0,partial,ILLUMINA
SRR11577927,15760,3,C,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,83.0,unknown,ILLUMINA
SRR11578178,11747,3,C,checkv,,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,87.8,unknown,ILLUMINA
SRR11597216,29922,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.4,unknown,ILLUMINA
SRR11622080,30104,2,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,75.3,unknown,ILLUMINA
SRR11637247,14048,5,C,checkv,,,NC_045512.2,99.9,partial,NC_045512.2,99.9,partial,MT084071.1,88.4,unknown,OXFORD_NANOPORE
SRR11704818,227,1,D,checkv,,,NC_045512.2,100.0,partial,MT374101.1,100.0,partial,MT084071.1,99.1,partial,ILLUMINA
SRR11771996,29836,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11779993,29908,1,A,checkv,694009,,NC_045512.2,100.0,complete,NC_045512.2,100.0,complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11826824,29837,1,A,checkv,694009,,NC_045512.2,100.0,complete,NC_045512.2,100.0,complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11828426,786,2,D,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,92.7,unknown,ILLUMINA
SRR11859140,3094,2,D,checkv,694009,,NC_045512.2,99.9,partial,NC_045512.2,99.9,partial,MT084071.1,94.7,unknown,ILLUMINA
SRR11907609,5543,10,C,bgc,,,NC_045512.2,99.9,partial,MT374101.1,99.9,partial,MT084071.1,98.3,partial,ILLUMINA
SRR11915929,3072,3,D,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,94.9,unknown,ILLUMINA
SRR1193854,10936,1,C,checkv,,,NC_019843.3,100.0,partial,NC_019843.3,100.0,partial,KT036374.1,95.7,unknown,ILLUMINA
SRR11951179,301,1,D,bgc,,,NC_038861.1,100.0,partial,NC_038861.1,100.0,partial,AY335549.1,100.0,partial,ILLUMINA
SRR11953905,29814,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11954165,29880,1,A,checkv,694009,,NC_045512.2,100.0,complete,NC_045512.2,100.0,complete,MT084071.1,77.3,unknown,ILLUMINA
SRR1942946,29794,2,B,checkv,694009,,NC_004718.3,100.0,partial,NC_004718.3,100.0,partial,AH013709.2,95.5,hiclip_suspicious,ILLUMINA
ERR1301484,168578,16,B,checkv,2691591,,NC_009657.1,96.0,unknown,MH687934.1,98.3,partial,MG546689.1,81.1,hiclip_suspicious,ILLUMINA
ERR2734405,380,1,D,bgc,,,NC_048213.1,97.6,partial,AY641576.1,98.2,partial,AY702085.1,98.2,partial,ILLUMINA
ERR2744260,19907,2,C,checkv,694005,,NC_034972.1,89.1,hiclip_suspicious,NC_034972.1,89.1,hiclip_suspicious,KY370054.1,92.8,hiclip_suspicious,ILLUMINA
ERR3179991,1004,1,D,checkv,2724078,,NC_026011.1,95.5,unknown,MH687977.1,96.7,unknown,MH687975.1,97.1,partial,ILLUMINA
SRR5438709,864,1,D,bgc,,,NC_010800.1,93.1,unknown,GU393337.1,95.0,unknown,M21515.1,93.3,unknown,ILLUMINA
SRR6713883,27982,1,A,checkv,28295,,NC_003436.1,97.0,complete,MK071636.1,99.6,near_complete,MG546689.1,98.4,complete,ILLUMINA
SRR7309813,1082,1,D,checkv,290028,,NC_006577.2,93.1,unknown,AY884001.1,99.8,partial,KF294372.1,78.4,unknown,ILLUMINA
SRR7617943,593,1,D,checkv,2724078,,NC_012936.1,85.2,unknown,AF208066.1,85.2,unknown,KF294372.1,94.4,unknown,ILLUMINA
SRR8281057,2752,1,D,checkv,2724078,,NC_001846.1,94.3,unknown,NC_001846.1,94.3,unknown,MF416379.1,95.7,unknown,ILLUMINA
SRR9426084,29275,1,A,checkv,12663,,NC_002306.3,91.0,unknown,HQ012367.1,100.0,partial,KF530130.1,91.3,unknown,?
SRR9841163,933,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
ERR3850003,160,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
ERR4080638,3906,2,D,checkv,694009,,NC_045512.2,99.9,partial,NC_045512.2,99.9,partial,MT084071.1,94.6,unknown,OXFORD_NANOPORE
ERR4129035,10742,2,C,checkv,694009,,NC_045512.2,99.9,partial,NC_045512.2,99.9,partial,MT084071.1,94.9,unknown,OXFORD_NANOPORE
ERR4147070,3786,5,D,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,96.5,unknown,OXFORD_NANOPORE
SRR5089020,789,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
SRR7619059,10580,1,C,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
SRR7619060,1399,2,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
ERR4164817,27266,3,B,checkv,694009,,NC_045512.2,99.9,partial,NC_045512.2,99.9,partial,MT084071.1,71.8,unknown,OXFORD_NANOPORE
ERR4176353,3658,4,D,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,96.5,unknown,OXFORD_NANOPORE
ERR4182253,22168,4,C,bgc,,,NC_045512.2,99.4,hiclip_suspicious,NC_045512.2,99.4,hiclip_suspicious,MT084071.1,81.0,hiclip_suspicious,OXFORD_NANOPORE
ERR575775,6455,2,C,checkv,,,NC_019843.3,99.8,partial,NC_019843.3,99.8,partial,MF741832.1,99.6,partial,ILLUMINA
ERR963080,6649,3,C,checkv,2509494,,NC_019843.3,99.5,partial,NC_019843.3,99.5,partial,KT036374.1,99.6,partial,ILLUMINA
SRR10120760,2903,3,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
ERR1301485,139228,16,B,checkv,2691591,,NC_009657.1,94.7,unknown,MH687948.1,96.1,unknown,KF294382.1,87.1,hiclip_suspicious,ILLUMINA
ERR2241753,648,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
ERR2586220,276,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
ERR2744261,14180,2,C,checkv,694005,,NC_001846.1,89.7,unknown,AB551247.1,92.5,unknown,MF416379.1,86.5,unknown,ILLUMINA
ERR4080639,7402,7,C,checkv,694009,,NC_045512.2,99.9,partial,NC_045512.2,99.9,partial,MT084071.1,74.7,unknown,OXFORD_NANOPORE
ERR4129037,12539,14,C,checkv,694009,,NC_045512.2,99.9,partial,NC_045512.2,99.9,partial,MT084071.1,74.7,unknown,OXFORD_NANOPORE
ERR4147587,30282,2,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,75.5,unknown,?
ERR4164818,29886,2,B,checkv,694009,,NC_045512.2,99.6,partial,NC_045512.2,99.6,partial,MT084071.1,75.5,unknown,OXFORD_NANOPORE
ERR4176355,7326,10,C,checkv,694009,,NC_045512.2,100.0,partial,MT374101.1,100.0,partial,MT084071.1,94.0,unknown,OXFORD_NANOPORE
ERR575776,5897,1,C,checkv,1335626,,NC_019843.3,99.6,partial,NC_019843.3,99.6,partial,KT036374.1,92.6,unknown,ILLUMINA
ERR963082,1264,1,D,checkv,1335626,,NC_019843.3,99.4,partial,KU710265.1,99.5,partial,KT036374.1,99.6,partial,ILLUMINA
SRR10120761,1038,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
SRR11039601,9361,1,C,checkv,11138,,NC_001846.1,99.8,partial,NC_001846.1,99.8,partial,MF416379.1,86.8,unknown,ILLUMINA
SRR11345718,2830,10,D,bgc,,,NC_019843.3,100.0,partial,NC_019843.3,100.0,partial,MF741832.1,99.3,partial,ILLUMINA
SRR11494609,22976,3,C,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,79.1,unknown,ILLUMINA
SRR11550057,3252,1,D,checkv,694009,,NC_004718.3,99.9,partial,NC_004718.3,99.9,partial,DI195813.1,95.4,unknown,ILLUMINA
SRR11577928,5013,3,C,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,70.2,unknown,ILLUMINA
SRR11578179,4652,1,D,checkv,694009,,NC_045512.2,99.7,partial,NC_045512.2,99.7,partial,MT084071.1,82.0,unknown,ILLUMINA
SRR11597217,28444,1,A,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,78.8,hiclip_suspicious,?
SRR11614671,1079,1,D,checkv,694009,,NC_004718.3,99.8,partial,NC_004718.3,99.8,partial,DI195813.1,99.8,partial,ILLUMINA
SRR11622081,10727,3,C,checkv,,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,89.1,unknown,ILLUMINA
SRR11637248,17075,4,C,checkv,,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,79.4,unknown,OXFORD_NANOPORE
SRR11704819,638,2,D,checkv,694009,,NC_045512.2,100.0,partial,MT374101.1,100.0,partial,MT084071.1,91.3,unknown,ILLUMINA
SRR11771997,29922,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11779994,29906,1,A,checkv,694009,,NC_045512.2,100.0,complete,NC_045512.2,100.0,complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11791583,1531,4,D,bgc,,,NC_045512.2,98.5,partial,NC_045512.2,98.5,partial,MT084071.1,94.4,unknown,ILLUMINA
SRR11826825,29822,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11828427,29825,4,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,75.0,unknown,ILLUMINA
SRR11859141,29528,1,A,bgc,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,77.1,unknown,ILLUMINA
SRR11907610,1387,2,D,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,94.7,unknown,ILLUMINA
SRR11915930,5553,2,C,checkv,694009,,NC_045512.2,99.9,partial,NC_045512.2,99.9,partial,MT084071.1,94.4,unknown,ILLUMINA
SRR1193855,21213,3,C,checkv,1335626,,NC_019843.3,100.0,partial,NC_019843.3,100.0,partial,KT036374.1,95.7,unknown,ILLUMINA
SRR11953906,29844,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11954166,29858,1,A,checkv,694009,,NC_045512.2,100.0,complete,NC_045512.2,100.0,complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11968877,1154,2,D,checkv,694009,,NC_045512.2,99.7,partial,NC_045512.2,99.7,partial,MT084071.1,93.0,unknown,BGISEQ
SRR1942948,29795,2,B,checkv,694009,,NC_004718.3,100.0,partial,NC_004718.3,100.0,partial,AH013709.2,95.5,hiclip_suspicious,ILLUMINA
SRR5438711,24651,1,C,checkv,11120,,NC_048213.1,94.4,unknown,JF828980.1,99.7,partial,MK618758.1,90.9,unknown,ILLUMINA
SRR6713884,594,2,D,bgc,,,NC_003436.1,96.1,unknown,LC063838.1,99.7,partial,KF994794.1,99.7,partial,ILLUMINA
SRR7309821,490,1,D,bgc,,,NC_006577.2,92.4,unknown,MK167038.1,99.8,partial,*,0,unmapped,ILLUMINA
SRR8281060,559,1,D,bgc,,,NC_001846.1,96.2,unknown,JQ173883.1,96.6,unknown,MF416379.1,97.1,partial,ILLUMINA
SRR9426125,29333,1,A,checkv,12663,,NC_002306.3,93.6,hiclip_suspicious,FJ938057.1,97.9,complete,KF530130.1,91.5,unknown,?
SRR8736188,457,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
SRR9426136,58684,2,B,checkv,12663,,NC_002306.3,93.3,hiclip_suspicious,HQ012367.1,98.7,near_complete,KF530130.1,91.5,unknown,?
SRR9841168,451,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
ERR3003633,1838,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
ERR4080640,8052,8,C,checkv,694009,,NC_045512.2,99.9,partial,NC_045512.2,99.9,partial,MT084071.1,94.6,unknown,OXFORD_NANOPORE
ERR4129038,5660,7,C,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,93.6,unknown,OXFORD_NANOPORE
ERR1191028,1008,1,D,checkv,694005,,NC_001846.1,100.0,partial,MF618252.1,100.0,partial,X00509.1,99.8,partial,ILLUMINA
ERR1301486,1714,3,D,checkv,2691591,,NC_009657.1,92.4,unknown,MH687966.1,98.2,partial,KT346372.1,94.6,unknown,ILLUMINA
ERR2744262,7646,2,C,checkv,694005,,NC_032730.1,74.2,unknown,NC_032730.1,74.2,unknown,KY370050.1,74.1,unknown,ILLUMINA
ERR4164819,5166,1,C,bgc,,,NC_045512.2,98.8,partial,NC_045512.2,98.8,partial,MT084071.1,69.4,unknown,OXFORD_NANOPORE
ERR4176356,3602,6,D,checkv,696098,,NC_045512.2,95.2,unknown,MT374101.1,95.2,unknown,MT084071.1,89.2,unknown,OXFORD_NANOPORE
ERR4182255,13385,2,C,checkv,694009,,NC_045512.2,98.7,partial,NC_045512.2,98.7,partial,MT084071.1,76.2,unknown,OXFORD_NANOPORE
ERR575777,1862,1,D,checkv,1335626,,NC_019843.3,99.7,partial,NC_019843.3,99.7,partial,MF741832.1,99.7,partial,ILLUMINA
ERR963083,7402,2,C,checkv,1335626,,NC_019843.3,99.6,partial,NC_019843.3,99.6,partial,KT036374.1,99.7,partial,ILLUMINA
SRR10120762,3503,2,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
SRR10179341,788,1,D,bgc,,,NC_019843.3,100.0,partial,NC_019843.3,100.0,partial,MF741832.1,99.6,partial,ILLUMINA
SRR11039602,8557,2,C,checkv,11138,,NC_001846.1,99.9,partial,NC_001846.1,99.9,partial,MF416379.1,86.4,unknown,ILLUMINA
SRR11345719,1339,3,D,bgc,,,NC_019843.3,99.6,partial,NC_019843.3,99.6,partial,KT036374.1,99.2,partial,ILLUMINA
SRR11550058,3264,1,D,checkv,694009,,NC_004718.3,99.9,partial,NC_004718.3,99.9,partial,DI195813.1,96.3,unknown,ILLUMINA
SRR11577929,29910,2,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,76.4,unknown,?
SRR11578180,25732,3,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,75.2,unknown,ILLUMINA
SRR11597218,48608,2,B,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.3,unknown,ILLUMINA
